path,condition,stage,size_bytes
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_major_whole/20260723-162815/events.out.tfevents.1784795295.ml-ubuntu22-04-desktop-v3-2-128gb-25m.71983.0,multi5_permute,probe_pilot,125739
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_university_first/20260723-160546/events.out.tfevents.1784793946.ml-ubuntu22-04-desktop-v3-2-128gb-25m.64273.0,multi5_permute,probe_pilot,121308
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_university_whole/20260723-161349/events.out.tfevents.1784794429.ml-ubuntu22-04-desktop-v3-2-128gb-25m.67240.0,multi5_permute,probe_pilot,121659
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_birth_city_first/20260723-155055/events.out.tfevents.1784793055.ml-ubuntu22-04-desktop-v3-2-128gb-25m.59212.0,multi5_permute,probe_pilot,98675
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_birth_city_whole/20260723-160229/events.out.tfevents.1784793749.ml-ubuntu22-04-desktop-v3-2-128gb-25m.63183.0,multi5_permute,probe_pilot,98675
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_birth_date_first/20260723-155055/events.out.tfevents.1784793055.ml-ubuntu22-04-desktop-v3-2-128gb-25m.59210.0,multi5_permute,probe_pilot,98675
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_company_city_first/20260723-164630/events.out.tfevents.1784796390.ml-ubuntu22-04-desktop-v3-2-128gb-25m.78517.0,multi5_permute,probe_pilot,98675
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_company_city_whole/20260723-165434/events.out.tfevents.1784796874.ml-ubuntu22-04-desktop-v3-2-128gb-25m.81296.0,multi5_permute,probe_pilot,98675
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_company_first/20260723-163222/events.out.tfevents.1784795543.ml-ubuntu22-04-desktop-v3-2-128gb-25m.73659.0,multi5_permute,probe_pilot,98675
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_company_whole/20260723-164310/events.out.tfevents.1784796190.ml-ubuntu22-04-desktop-v3-2-128gb-25m.77288.0,multi5_permute,probe_pilot,98675
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_major_first/20260723-162026/events.out.tfevents.1784794826.ml-ubuntu22-04-desktop-v3-2-128gb-25m.69493.0,multi5_permute,probe_pilot,98675
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_major_whole/20260723-162821/events.out.tfevents.1784795301.ml-ubuntu22-04-desktop-v3-2-128gb-25m.72104.0,multi5_permute,probe_pilot,98675
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_university_first/20260723-160549/events.out.tfevents.1784793949.ml-ubuntu22-04-desktop-v3-2-128gb-25m.64381.0,multi5_permute,probe_pilot,98675
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_university_whole/20260723-161657/events.out.tfevents.1784794617.ml-ubuntu22-04-desktop-v3-2-128gb-25m.68182.0,multi5_permute,probe_pilot,98675
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_birth_city_first/20260723-170925/events.out.tfevents.1784797765.ml-ubuntu22-04-desktop-v3-2-128gb-25m.86075.0,multi5_permute,probe_pilot,16815
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_birth_city_whole/20260723-170943/events.out.tfevents.1784797783.ml-ubuntu22-04-desktop-v3-2-128gb-25m.86505.0,multi5_permute,probe_pilot,16880
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_birth_date_first/20260723-170925/events.out.tfevents.1784797765.ml-ubuntu22-04-desktop-v3-2-128gb-25m.86067.0,multi5_permute,probe_pilot,16815
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_company_city_first/20260723-171719/events.out.tfevents.1784798239.ml-ubuntu22-04-desktop-v3-2-128gb-25m.90212.0,multi5_permute,probe_pilot,16815
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_company_city_whole/20260723-171741/events.out.tfevents.1784798261.ml-ubuntu22-04-desktop-v3-2-128gb-25m.90515.0,multi5_permute,probe_pilot,17509
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_company_first/20260723-171411/events.out.tfevents.1784798051.ml-ubuntu22-04-desktop-v3-2-128gb-25m.88900.0,multi5_permute,probe_pilot,16815
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_company_whole/20260723-171708/events.out.tfevents.1784798228.ml-ubuntu22-04-desktop-v3-2-128gb-25m.89984.0,multi5_permute,probe_pilot,17669
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_major_first/20260723-171326/events.out.tfevents.1784798006.ml-ubuntu22-04-desktop-v3-2-128gb-25m.88297.0,multi5_permute,probe_pilot,16815
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_major_whole/20260723-171338/events.out.tfevents.1784798018.ml-ubuntu22-04-desktop-v3-2-128gb-25m.88443.0,multi5_permute,probe_pilot,16911
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_university_first/20260723-171000/events.out.tfevents.1784797801.ml-ubuntu22-04-desktop-v3-2-128gb-25m.86793.0,multi5_permute,probe_pilot,16815
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_university_whole/20260723-171308/events.out.tfevents.1784797988.ml-ubuntu22-04-desktop-v3-2-128gb-25m.88024.0,multi5_permute,probe_pilot,16944
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_birth_city_first/20260723-170925/events.out.tfevents.1784797765.ml-ubuntu22-04-desktop-v3-2-128gb-25m.86077.0,multi5_permute,probe_pilot,5927
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_birth_city_whole/20260723-170943/events.out.tfevents.1784797783.ml-ubuntu22-04-desktop-v3-2-128gb-25m.86506.0,multi5_permute,probe_pilot,5927
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_birth_date_first/20260723-170925/events.out.tfevents.1784797765.ml-ubuntu22-04-desktop-v3-2-128gb-25m.86071.0,multi5_permute,probe_pilot,5927
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_company_city_first/20260723-171725/events.out.tfevents.1784798245.ml-ubuntu22-04-desktop-v3-2-128gb-25m.90334.0,multi5_permute,probe_pilot,5927
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_company_city_whole/20260723-171749/events.out.tfevents.1784798269.ml-ubuntu22-04-desktop-v3-2-128gb-25m.90645.0,multi5_permute,probe_pilot,5927
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_company_first/20260723-171652/events.out.tfevents.1784798212.ml-ubuntu22-04-desktop-v3-2-128gb-25m.89793.0,multi5_permute,probe_pilot,5927
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_company_whole/20260723-171708/events.out.tfevents.1784798228.ml-ubuntu22-04-desktop-v3-2-128gb-25m.89985.0,multi5_permute,probe_pilot,5927
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_major_first/20260723-171338/events.out.tfevents.1784798018.ml-ubuntu22-04-desktop-v3-2-128gb-25m.88442.0,multi5_permute,probe_pilot,5927
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_major_whole/20260723-171354/events.out.tfevents.1784798034.ml-ubuntu22-04-desktop-v3-2-128gb-25m.88709.0,multi5_permute,probe_pilot,5927
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_university_first/20260723-171305/events.out.tfevents.1784797985.ml-ubuntu22-04-desktop-v3-2-128gb-25m.87934.0,multi5_permute,probe_pilot,5927
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_university_whole/20260723-171322/events.out.tfevents.1784798002.ml-ubuntu22-04-desktop-v3-2-128gb-25m.88190.0,multi5_permute,probe_pilot,5927
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/smoke/operation_logs/synbios_probe_pipeline_probe_pipeline/20260723-142057/events.out.tfevents.1784787657.ml-ubuntu22-04-desktop-v3-2-128gb-25m.25837.0,multi5_permute,probe_other,93721
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/smoke/training/operation_logs/synbios_p_probe_p_university_whole/20260723-142428/events.out.tfevents.1784787868.ml-ubuntu22-04-desktop-v3-2-128gb-25m.26986.0,multi5_permute,probe_other,41909
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/smoke/training/operation_logs/synbios_q_probe_q_university_whole/20260723-142428/events.out.tfevents.1784787868.ml-ubuntu22-04-desktop-v3-2-128gb-25m.26987.0,multi5_permute,probe_other,24041
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/smoke/validation/operation_logs/synbios_p_probe_validation_p_university_whole/20260723-142948/events.out.tfevents.1784788188.ml-ubuntu22-04-desktop-v3-2-128gb-25m.28991.0,multi5_permute,probe_other,16912
formal_runs/synbios_moe/results/multi5_permute_fsdp_4gpu/probe_pipeline/smoke/validation/operation_logs/synbios_q_probe_validation_q_university_whole/20260723-142948/events.out.tfevents.1784788188.ml-ubuntu22-04-desktop-v3-2-128gb-25m.28992.0,multi5_permute,probe_other,5927
formal_runs/synbios_moe/results/single_cloze_eval/full_100k/operation_logs/synbios_cloze_evaluate_shard_0/20260721-135754/events.out.tfevents.1784613474.ml-ubuntu22-04-desktop-v3-2-128gb-25m.23098.0,single,other,22434
formal_runs/synbios_moe/results/single_cloze_eval/full_100k/operation_logs/synbios_cloze_evaluate_shard_1/20260721-135754/events.out.tfevents.1784613474.ml-ubuntu22-04-desktop-v3-2-128gb-25m.23101.0,single,other,22434
formal_runs/synbios_moe/results/single_cloze_eval/full_100k/operation_logs/synbios_cloze_evaluate_shard_1/20260721-140820/events.out.tfevents.1784614100.ml-ubuntu22-04-desktop-v3-2-128gb-25m.27271.0,single,other,22434
formal_runs/synbios_moe/results/single_cloze_eval/full_100k/operation_logs/synbios_cloze_evaluate_shard_2/20260721-135754/events.out.tfevents.1784613474.ml-ubuntu22-04-desktop-v3-2-128gb-25m.23104.0,single,other,22434
formal_runs/synbios_moe/results/single_cloze_eval/full_100k/operation_logs/synbios_cloze_evaluate_shard_2/20260721-140820/events.out.tfevents.1784614100.ml-ubuntu22-04-desktop-v3-2-128gb-25m.27274.0,single,other,22434
formal_runs/synbios_moe/results/single_cloze_eval/full_100k/operation_logs/synbios_cloze_evaluate_shard_3/20260721-135754/events.out.tfevents.1784613474.ml-ubuntu22-04-desktop-v3-2-128gb-25m.23107.0,single,other,22434
formal_runs/synbios_moe/results/single_cloze_eval/full_100k/operation_logs/synbios_cloze_evaluate_shard_3/20260721-140820/events.out.tfevents.1784614100.ml-ubuntu22-04-desktop-v3-2-128gb-25m.27277.0,single,other,22434
formal_runs/synbios_moe/results/single_cloze_eval/operation_logs/synbios_cloze_evaluate_pilot_1000/20260721-134624/events.out.tfevents.1784612784.ml-ubuntu22-04-desktop-v3-2-128gb-25m.18776.0,single,other,3644
formal_runs/synbios_moe/results/single_cloze_eval/operation_logs/synbios_cloze_evaluate_pilot_1000/20260721-134936/events.out.tfevents.1784612976.ml-ubuntu22-04-desktop-v3-2-128gb-25m.20064.0,single,other,9251
formal_runs/synbios_moe/results/single_cloze_eval/operation_logs/synbios_cloze_evaluate_pilot_1000/20260721-135049/events.out.tfevents.1784613049.ml-ubuntu22-04-desktop-v3-2-128gb-25m.20829.0,single,other,27941
formal_runs/synbios_moe/results/single_cloze_eval/operation_logs/synbios_cloze_evaluate_pilot_1000/20260721-135404/events.out.tfevents.1784613245.ml-ubuntu22-04-desktop-v3-2-128gb-25m.21840.0,single,other,27941
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/diagnostics/ground_truth_first_whole_p_pilot4000_20260726T033800Z/operation_logs/synbios_p_ground_truth_first_whole_p_birth_city/20260726-113707/events.out.tfevents.1785037028.ml-ubuntu22-04-desktop-v3-2-128gb-25m.63946.0,single,probe_formal,129326
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/diagnostics/ground_truth_first_whole_p_pilot4000_20260726T033800Z/operation_logs/synbios_p_ground_truth_first_whole_p_company/20260726-113707/events.out.tfevents.1785037027.ml-ubuntu22-04-desktop-v3-2-128gb-25m.63949.0,single,probe_formal,129486
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/diagnostics/ground_truth_first_whole_p_pilot4000_20260726T033800Z/operation_logs/synbios_p_ground_truth_first_whole_p_company_city/20260726-115459/events.out.tfevents.1785038099.ml-ubuntu22-04-desktop-v3-2-128gb-25m.68545.0,single,probe_formal,129186
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/diagnostics/ground_truth_first_whole_p_pilot4000_20260726T033800Z/operation_logs/synbios_p_ground_truth_first_whole_p_major/20260726-113707/events.out.tfevents.1785037027.ml-ubuntu22-04-desktop-v3-2-128gb-25m.63948.0,single,probe_formal,129182
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/diagnostics/ground_truth_first_whole_p_pilot4000_20260726T033800Z/operation_logs/synbios_p_ground_truth_first_whole_p_university/20260726-113707/events.out.tfevents.1785037027.ml-ubuntu22-04-desktop-v3-2-128gb-25m.63947.0,single,probe_formal,129534
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/operation_logs/synbios_probe_pipeline_probe_pipeline/20260723-175500/events.out.tfevents.1784800500.ml-ubuntu22-04-desktop-v3-2-128gb-25m.104616.0,single,probe_formal,7254885
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/router/operation_logs/synbios_analyze_birth_city/20260723-205802/events.out.tfevents.1784811482.ml-ubuntu22-04-desktop-v3-2-128gb-25m.156280.0,single,probe_formal,3328
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/router/operation_logs/synbios_analyze_birth_date/20260723-205752/events.out.tfevents.1784811472.ml-ubuntu22-04-desktop-v3-2-128gb-25m.156092.0,single,probe_formal,3328
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/router/operation_logs/synbios_analyze_company/20260723-205827/events.out.tfevents.1784811507.ml-ubuntu22-04-desktop-v3-2-128gb-25m.156812.0,single,probe_formal,3328
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/router/operation_logs/synbios_analyze_company_city/20260723-205836/events.out.tfevents.1784811516.ml-ubuntu22-04-desktop-v3-2-128gb-25m.156963.0,single,probe_formal,3328
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/router/operation_logs/synbios_analyze_major/20260723-205819/events.out.tfevents.1784811499.ml-ubuntu22-04-desktop-v3-2-128gb-25m.156627.0,single,probe_formal,3328
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/router/operation_logs/synbios_analyze_university/20260723-205810/events.out.tfevents.1784811490.ml-ubuntu22-04-desktop-v3-2-128gb-25m.156456.0,single,probe_formal,3328
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_p_probe_p_birth_city_first/20260723-175503/events.out.tfevents.1784800503.ml-ubuntu22-04-desktop-v3-2-128gb-25m.104701.0,single,probe_formal,162643
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_p_probe_p_birth_city_whole/20260723-181005/events.out.tfevents.1784801405.ml-ubuntu22-04-desktop-v3-2-128gb-25m.109270.0,single,probe_formal,502932
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_p_probe_p_birth_date_first/20260723-175503/events.out.tfevents.1784800503.ml-ubuntu22-04-desktop-v3-2-128gb-25m.104699.0,single,probe_formal,144204
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_p_probe_p_company_city_first/20260723-195504/events.out.tfevents.1784807704.ml-ubuntu22-04-desktop-v3-2-128gb-25m.135135.0,single,probe_formal,159267
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_p_probe_p_company_city_whole/20260723-201006/events.out.tfevents.1784808606.ml-ubuntu22-04-desktop-v3-2-128gb-25m.139353.0,single,probe_formal,455956
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_p_probe_p_company_first/20260723-191225/events.out.tfevents.1784805146.ml-ubuntu22-04-desktop-v3-2-128gb-25m.125856.0,single,probe_formal,163859
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_p_probe_p_company_whole/20260723-192742/events.out.tfevents.1784806062.ml-ubuntu22-04-desktop-v3-2-128gb-25m.129299.0,single,probe_formal,500468
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_p_probe_p_major_first/20260723-185452/events.out.tfevents.1784804092.ml-ubuntu22-04-desktop-v3-2-128gb-25m.121841.0,single,probe_formal,163925
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_p_probe_p_major_whole/20260723-191024/events.out.tfevents.1784805024.ml-ubuntu22-04-desktop-v3-2-128gb-25m.125245.0,single,probe_formal,498708
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_p_probe_p_university_first/20260723-181100/events.out.tfevents.1784801461.ml-ubuntu22-04-desktop-v3-2-128gb-25m.109871.0,single,probe_formal,163507
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_p_probe_p_university_whole/20260723-182631/events.out.tfevents.1784802391.ml-ubuntu22-04-desktop-v3-2-128gb-25m.113520.0,single,probe_formal,496916
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_q_probe_q_birth_city_first/20260723-175504/events.out.tfevents.1784800504.ml-ubuntu22-04-desktop-v3-2-128gb-25m.104702.0,single,probe_formal,128542
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_q_probe_q_birth_city_whole/20260723-181019/events.out.tfevents.1784801419.ml-ubuntu22-04-desktop-v3-2-128gb-25m.109425.0,single,probe_formal,367478
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_q_probe_q_birth_date_first/20260723-175504/events.out.tfevents.1784800504.ml-ubuntu22-04-desktop-v3-2-128gb-25m.104700.0,single,probe_formal,128542
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_q_probe_q_company_city_first/20260723-195510/events.out.tfevents.1784807710.ml-ubuntu22-04-desktop-v3-2-128gb-25m.135246.0,single,probe_formal,128542
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_q_probe_q_company_city_whole/20260723-201026/events.out.tfevents.1784808626.ml-ubuntu22-04-desktop-v3-2-128gb-25m.139516.0,single,probe_formal,367478
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_q_probe_q_company_first/20260723-191246/events.out.tfevents.1784805166.ml-ubuntu22-04-desktop-v3-2-128gb-25m.126019.0,single,probe_formal,128542
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_q_probe_q_company_whole/20260723-192744/events.out.tfevents.1784806064.ml-ubuntu22-04-desktop-v3-2-128gb-25m.129355.0,single,probe_formal,367478
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_q_probe_q_major_first/20260723-185737/events.out.tfevents.1784804257.ml-ubuntu22-04-desktop-v3-2-128gb-25m.122517.0,single,probe_formal,128542
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_q_probe_q_major_whole/20260723-191052/events.out.tfevents.1784805052.ml-ubuntu22-04-desktop-v3-2-128gb-25m.125436.0,single,probe_formal,367478
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_q_probe_q_university_first/20260723-181115/events.out.tfevents.1784801475.ml-ubuntu22-04-desktop-v3-2-128gb-25m.110038.0,single,probe_formal,128542
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/training/operation_logs/synbios_q_probe_q_university_whole/20260723-182658/events.out.tfevents.1784802418.ml-ubuntu22-04-desktop-v3-2-128gb-25m.113705.0,single,probe_formal,367478
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_p_probe_validation_p_birth_city_first/20260723-205430/events.out.tfevents.1784811270.ml-ubuntu22-04-desktop-v3-2-128gb-25m.151940.0,single,probe_formal,7681
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_p_probe_validation_p_birth_city_whole/20260723-205448/events.out.tfevents.1784811288.ml-ubuntu22-04-desktop-v3-2-128gb-25m.152477.0,single,probe_formal,8625
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_p_probe_validation_p_birth_date_first/20260723-205430/events.out.tfevents.1784811270.ml-ubuntu22-04-desktop-v3-2-128gb-25m.151938.0,single,probe_formal,6747
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_p_probe_validation_p_company_city_first/20260723-205647/events.out.tfevents.1784811407.ml-ubuntu22-04-desktop-v3-2-128gb-25m.155047.0,single,probe_formal,7473
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_p_probe_validation_p_company_city_whole/20260723-205704/events.out.tfevents.1784811424.ml-ubuntu22-04-desktop-v3-2-128gb-25m.155373.0,single,probe_formal,7393
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_p_probe_validation_p_company_first/20260723-205614/events.out.tfevents.1784811374.ml-ubuntu22-04-desktop-v3-2-128gb-25m.154202.0,single,probe_formal,7745
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_p_probe_validation_p_company_whole/20260723-205630/events.out.tfevents.1784811390.ml-ubuntu22-04-desktop-v3-2-128gb-25m.154571.0,single,probe_formal,8705
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_p_probe_validation_p_major_first/20260723-205539/events.out.tfevents.1784811339.ml-ubuntu22-04-desktop-v3-2-128gb-25m.153412.0,single,probe_formal,7761
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_p_probe_validation_p_major_whole/20260723-205555/events.out.tfevents.1784811355.ml-ubuntu22-04-desktop-v3-2-128gb-25m.153741.0,single,probe_formal,8305
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_p_probe_validation_p_university_first/20260723-205505/events.out.tfevents.1784811305.ml-ubuntu22-04-desktop-v3-2-128gb-25m.152844.0,single,probe_formal,7745
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_p_probe_validation_p_university_whole/20260723-205523/events.out.tfevents.1784811323.ml-ubuntu22-04-desktop-v3-2-128gb-25m.153109.0,single,probe_formal,8609
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_q_probe_validation_q_birth_city_first/20260723-205430/events.out.tfevents.1784811270.ml-ubuntu22-04-desktop-v3-2-128gb-25m.151941.0,single,probe_formal,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_q_probe_validation_q_birth_city_whole/20260723-205448/events.out.tfevents.1784811288.ml-ubuntu22-04-desktop-v3-2-128gb-25m.152478.0,single,probe_formal,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_q_probe_validation_q_birth_date_first/20260723-205430/events.out.tfevents.1784811270.ml-ubuntu22-04-desktop-v3-2-128gb-25m.151939.0,single,probe_formal,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_q_probe_validation_q_company_city_first/20260723-205702/events.out.tfevents.1784811422.ml-ubuntu22-04-desktop-v3-2-128gb-25m.155318.0,single,probe_formal,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_q_probe_validation_q_company_city_whole/20260723-205718/events.out.tfevents.1784811439.ml-ubuntu22-04-desktop-v3-2-128gb-25m.155722.0,single,probe_formal,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_q_probe_validation_q_company_first/20260723-205629/events.out.tfevents.1784811389.ml-ubuntu22-04-desktop-v3-2-128gb-25m.154527.0,single,probe_formal,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_q_probe_validation_q_company_whole/20260723-205645/events.out.tfevents.1784811406.ml-ubuntu22-04-desktop-v3-2-128gb-25m.154982.0,single,probe_formal,5927
